date,song,artist,rank,last_week,peak_position,weeks_in_charts,image_url
2022-08-31,Un Ratito,Bad Bunny,89,98,16,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,Don't Come Lookin',Jackson Dean,90,90,1,-,https://charts-static.billboard.com/img/2022/03/jacksondean-mx3-dontcomelookin-8er-180x180.jpg
2022-08-31,Cuff It,Beyonce,91,81,13,4,https://charts-static.billboard.com/img/2022/08/beyonce-n2a-cuffit-sb9-180x180.jpg
2022-08-31,Half Of Me,Thomas Rhett Featuring Riley Green,92,92,1,-,https://charts-static.billboard.com/img/2022/04/thomas-rhett-d1j-halfofme-eyh-180x180.jpg
2022-08-31,Music For A Sushi Restaurant,Harry Styles,93,8,7,-,https://charts-static.billboard.com/img/2017/04/harry-styles-6jk-180x180.jpg
2022-08-31,Sweet Little Lies,Rod Wave,94,51,51,2,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-31,2 Be Loved (Am I Ready),Lizzo,95,84,2,-,#
2022-08-31,29,Demi Lovato,96,96,1,-,#
2022-08-31,Snap,Rosa Linn,97,97,1,-,https://charts-static.billboard.com/img/2022/07/rosalinn-rc0-snap-c7i-180x180.jpg
2022-08-31,Vette Motors,YoungBoy Never Broke Again,98,62,3,-,https://charts-static.billboard.com/img/2022/06/youngboy-never-broke-again-r1x-vettemotors-kde-180x180.jpg
2022-08-31,Soul,Lee Brice,99,99,1,-,https://charts-static.billboard.com/img/2021/12/lee-brice-vvw-soul-cpw-180x180.jpg
2022-08-31,La Bachata,Manuel Turizo,100,100,1,-,https://charts-static.billboard.com/img/2022/06/manuel-turizo-edx-labachata-fz2-180x180.jpg
2022-09-07,As It Was,Harry Styles,1,1,1,22,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-09-07,Bad Habit,Steve Lacy,2,3,2,9,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-09-07,About Damn Time,Lizzo,3,2,1,20,https://charts-static.billboard.com/img/2022/04/lizzo-m95-aboutdamntime-f6q-180x180.jpg
2022-09-07,Running Up That Hill (A Deal With God),Kate Bush,4,4,3,34,https://charts-static.billboard.com/img/1985/08/kate-bush-qv2-runningupthathilladealwithgod-1cx-180x180.jpg
2022-09-07,Sunroof,Nicky Youre & dazy,5,6,5,14,https://charts-static.billboard.com/img/2022/02/nickyyoure-alv-sunroof-3kv-180x180.jpg
2022-09-07,Hold Me Closer,Elton John & Britney Spears,6,6,1,-,https://charts-static.billboard.com/img/2022/09/elton-john-0rc-holdmecloser-952-180x180.jpg
2022-09-07,Super Freaky Girl,Nicki Minaj,7,7,1,3,https://charts-static.billboard.com/img/2022/08/nicki-minaj-t5q-superfreakygirl-wpa-180x180.jpg
2022-09-07,I Like You (A Happier Song),Post Malone Featuring Doja Cat,8,10,8,13,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg
2022-09-07,Break My Soul,Beyonce,9,5,1,11,https://charts-static.billboard.com/img/2022/07/beyonce-n2a-breakmysoul-kqf-180x180.jpg
2022-09-07,Wait For U,Future Featuring Drake & Tems,10,8,1,18,https://charts-static.billboard.com/img/1988/03/future-a0z-180x180.jpg
2022-09-07,Me Porto Bonito,Bad Bunny & Chencho Corleone,11,9,6,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Late Night Talking,Harry Styles,12,11,4,15,https://charts-static.billboard.com/img/2022/05/harry-styles-6jk-latenighttalking-fzv-180x180.jpg
2022-09-07,You Proof,Morgan Wallen,13,13,6,16,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-youproof-uu4-180x180.jpg
2022-09-07,I Ain't Worried,OneRepublic,14,12,12,12,https://charts-static.billboard.com/img/2022/06/onerepublic-m2z-iaintworried-p2t-180x180.jpg
2022-09-07,The Kind Of Love We Make,Luke Combs,15,15,13,11,https://charts-static.billboard.com/img/2022/06/luke-combs-vjy-thekindoflovewemake-oo9-180x180.jpg
2022-09-07,Titi Me Pregunto,Bad Bunny,16,14,5,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,God Did,DJ Khaled Featuring Rick Ross| Lil Wayne| JAY-Z| John Legend & Fridayy,17,17,1,-,https://charts-static.billboard.com/img/2022/09/fridayy-mrk-180x180.jpg
2022-09-07,First Class,Jack Harlow,18,16,1,21,https://charts-static.billboard.com/img/2018/01/jackharlow-i43-180x180.jpg
2022-09-07,Heat Waves,Glass Animals,19,17,1,85,https://charts-static.billboard.com/img/2020/07/glass-animals-o0x-heatwaves-o3i-180x180.jpg
2022-09-07,Wasted On You,Morgan Wallen,20,19,9,42,https://charts-static.billboard.com/img/2021/01/morgan-wallen-z1m-wastedonyou-32x-180x180.jpg
2022-09-07,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,21,27,5,4,https://charts-static.billboard.com/img/2022/08/dj-khaled-2l5-stayingalive-2c6-180x180.jpg
2022-09-07,She Had Me At Heads Carolina,Cole Swindell,22,18,18,14,#
2022-09-07,Jimmy Cooks,Drake Featuring 21 Savage,23,20,1,11,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-09-07,Stay,The Kid LAROI & Justin Bieber,24,21,1,60,https://charts-static.billboard.com/img/2021/07/thekidlaroi-uw4-stay-ens-180x180.jpg
2022-09-07,Vegas,Doja Cat,25,23,23,13,https://charts-static.billboard.com/img/2022/05/dojacat-cqv-vegas-w90-180x180.jpg
2022-09-07,Glimpse Of Us,Joji,26,26,8,12,https://charts-static.billboard.com/img/2022/06/joji-77h-glimpseofus-gt3-180x180.jpg
2022-09-07,Last Night Lonely,Jon Pardi,27,34,27,14,https://charts-static.billboard.com/img/2022/02/jon-pardi-f7y-lastnightlonely-3pv-180x180.jpg
2022-09-07,5 Foot 9,Tyler Hubbard,28,24,24,12,https://charts-static.billboard.com/img/2022/05/tylerhubbard-ne7-5foot9-ngv-180x180.jpg
2022-09-07,Beautiful,DJ Khaled Featuring Future & SZA,29,29,1,-,#
2022-09-07,Moscow Mule,Bad Bunny,30,25,4,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Big Time,DJ Khaled Featuring Future & Lil Baby,31,31,1,-,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2022-09-07,Big Energy,Latto,32,28,3,45,https://charts-static.billboard.com/img/2021/10/latto-80q-bigenergy-89t-180x180.jpg
2022-09-07,Betty (Get Money),Yung Gravy,33,39,33,8,https://charts-static.billboard.com/img/2022/07/yunggravy-oae-bettygetmoney-q8e-180x180.jpg
2022-09-07,Ghost,Justin Bieber,34,30,5,49,#
2022-09-07,Shivers,Ed Sheeran,35,31,4,51,https://charts-static.billboard.com/img/2021/09/ed-sheeran-w3r-shivers-x3e-180x180.jpg
2022-09-07,Beat The Odds,Lil Tjay,36,36,1,-,https://charts-static.billboard.com/img/2022/09/liltjay-gqk-beattheodds-zuq-180x180.jpg
2022-09-07,Gatubela,Karol G x Maldy,37,37,1,-,https://charts-static.billboard.com/img/2022/09/karol-g-7vn-gatubela-mlv-180x180.jpg
2022-09-07,Rock And A Hard Place,Bailey Zimmerman,38,29,24,12,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-09-07,Efecto,Bad Bunny,39,35,34,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,In A Minute,Lil Baby,40,33,14,21,https://charts-static.billboard.com/img/2022/04/lilbaby-kyx-inaminute-7uc-180x180.jpg
2022-09-07,Cold Heart (PNAU Remix),Elton John & Dua Lipa,41,36,7,52,https://charts-static.billboard.com/img/2021/08/elton-john-0rc-coldheartpnauremix-fch-180x180.jpg
2022-09-07,Something In The Orange,Zach Bryan,42,42,30,19,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-09-07,Son Of A Sinner,Jelly Roll,43,40,40,9,https://charts-static.billboard.com/img/2021/10/jelly-roll-7m0-sonofasinner-f0f-180x180.jpg
2022-09-07,Numb,Marshmello & Khalid,44,45,44,9,https://charts-static.billboard.com/img/2022/06/marshmello-fo3-numb-1da-180x180.jpg
2022-09-07,Fall In Love,Bailey Zimmerman,45,38,31,18,https://charts-static.billboard.com/img/2022/02/baileyzimmerman-qt3-fallinlove-d5q-180x180.jpg
2022-09-07,Provenza,Karol G,46,43,25,19,https://charts-static.billboard.com/img/2022/04/karol-g-7vn-provenza-4jm-180x180.jpg
2022-09-07,Left And Right,Charlie Puth Featuring Jung Kook,47,44,22,10,https://charts-static.billboard.com/img/2022/07/charlie-puth-m2q-leftandright-pbm-180x180.jpg
2022-09-07,Numb Little Bug,Em Beihold,48,41,18,31,https://charts-static.billboard.com/img/2022/02/embeihold-ikj-numblittlebug-6dd-180x180.jpg
2022-09-07,Use This Gospel (Remix),DJ Khaled Featuring Kanye West & Eminem,49,49,1,-,#
2022-09-07,Unstoppable,Sia,50,55,50,9,https://charts-static.billboard.com/img/2016/02/sia-000-unstoppable-mpg-180x180.jpg
2022-09-07,Wishful Drinking,Ingrid Andress With Sam Hunt,51,62,51,9,https://charts-static.billboard.com/img/2021/08/ingridandress-eh5-wishfuldrinking-z8o-180x180.jpg
2022-09-07,Like I Love Country Music,Kane Brown,52,37,26,15,https://charts-static.billboard.com/img/2022/05/kane-brown-ag5-likeilovecountrymusic-gxa-180x180.jpg
2022-09-07,Pink Venom,BLACKPINK,53,22,22,2,https://charts-static.billboard.com/img/2022/08/blackpink-l5z-pinkvenom-3hf-180x180.jpg
2022-09-07,Dah Dah DahDah,Nardo Wick,54,48,48,5,https://charts-static.billboard.com/img/2021/07/nardowick-2n1-180x180.jpg
2022-09-07,Juice WRLD Did,DJ Khaled Featuring Juice WRLD,55,55,1,-,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-180x180.jpg
2022-09-07,Sticky,Drake,56,46,6,11,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-09-07,Keep Going,DJ Khaled Featuring Lil Durk| 21 Savage & Roddy Ricch,57,57,1,-,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-87x87.jpg
2022-09-07,Bones,Imagine Dragons,58,51,51,15,https://charts-static.billboard.com/img/2022/03/imagine-dragons-rfq-bones-fri-180x180.jpg
2022-09-07,Victoria's Secret,Jax,59,52,52,5,https://charts-static.billboard.com/img/2022/07/jax-6vn-victoriassecret-745-180x180.jpg
2022-09-07,Hot Shit,Cardi B| Ye & Lil Durk,60,49,13,9,https://charts-static.billboard.com/img/2022/07/cardi-b-84g-hotshit-yiz-180x180.jpg
2022-09-07,Free Mind,Tems,61,56,56,7,https://charts-static.billboard.com/img/2021/05/tems-67h-180x180.jpg
2022-09-07,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,62,53,47,14,https://charts-static.billboard.com/img/2022/03/sleazyworldgo-rng-sleazyflow-wrm-180x180.jpg
2022-09-07,So Good,Halsey,63,54,54,12,https://charts-static.billboard.com/img/2022/06/halsey-m8j-sogood-i69-180x180.jpg
2022-09-07,With A Woman You Love,Justin Moore,64,64,64,6,https://charts-static.billboard.com/img/2021/11/justin-moore-w7r-withawomanyoulove-gkp-180x180.jpg
2022-09-07,Party,Bad Bunny & Rauw Alejandro,65,57,14,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Party,DJ Khaled Featuring Quavo & Takeoff,66,66,1,-,#
2022-09-07,Last Last,Burna Boy,67,63,63,8,https://charts-static.billboard.com/img/2022/05/burna-boy-8ej-lastlast-ld2-180x180.jpg
2022-09-07,Ojitos Lindos,Bad Bunny & Bomba Estereo,68,59,26,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Die For You,The Weeknd & Ariana Grande,69,71,43,5,https://charts-static.billboard.com/img/2016/12/the-weeknd-jlk-dieforyou-ix0-180x180.jpg
2022-09-07,Truth About You,Mitchell Tenpenny,70,65,65,7,https://charts-static.billboard.com/img/2021/07/mitchell-tenpenny-90v-truthaboutyou-b63-180x180.jpg
2022-09-07,Golden Hour,JVKE,71,71,1,-,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg
2022-09-07,Where It Ends,Bailey Zimmerman,72,32,32,2,https://charts-static.billboard.com/img/2022/09/baileyzimmerman-qt3-whereitends-3zb-180x180.jpg
2022-09-07,F.N.F. (Let's Go),Hitkidd & GloRilla,73,58,49,14,https://charts-static.billboard.com/img/2022/05/hitkidd-000-fnfletsgo-2k4-180x180.jpg
2022-09-07,Despues de La Playa,Bad Bunny,74,61,6,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Despecha,Rosalia,75,67,67,4,https://charts-static.billboard.com/img/2022/08/rosalia-hpu-despecha-vol-180x180.jpg
2022-09-07,Alone,Rod Wave,76,47,21,3,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-09-07,It Ain't Safe,DJ Khaled Featuring Nardo Wick & Kodak Black,77,77,1,-,https://charts-static.billboard.com/img/2021/07/nardowick-2n1-180x180.jpg
2022-09-07,No Secret,DJ Khaled Featuring Drake,78,78,1,-,https://charts-static.billboard.com/img/2006/02/dj-khaled-2l5-180x180.jpg
2022-09-07,Neverita,Bad Bunny,79,72,31,8,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Pick Me Up,Gabby Barrett,80,69,69,6,https://charts-static.billboard.com/img/2021/12/gabbybarrett-xa7-pickmeup-ql6-180x180.jpg
2022-09-07,I'm Good (Blue),David Guetta & Bebe Rexha,81,81,1,-,https://charts-static.billboard.com/img/2022/09/david-guetta-hws-imgoodblue-d17-180x180.jpg
2022-09-07,Whiskey On You,Nate Smith,82,66,65,11,https://charts-static.billboard.com/img/2022/05/natesmith-tuf-whiskeyonyou-9sh-180x180.jpg
2022-09-07,Tarot,Bad Bunny & Jhay Cortez,83,68,18,17,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,She Likes It,Russell Dickerson & Jake Scott,84,73,63,22,https://charts-static.billboard.com/img/2022/01/russell-dickerson-4oy-shelikesit-36b-180x180.jpg
2022-09-07,Ghost Story,Carrie Underwood,85,74,61,15,https://charts-static.billboard.com/img/2022/03/carrie-underwood-dzv-ghoststory-vkf-180x180.jpg
2022-09-07,Let's Pray,DJ Khaled Featuring Don Toliver & Travis Scott,86,86,1,-,https://charts-static.billboard.com/img/2019/12/dontoliver-37d-180x180.jpg
2022-09-07,Until I Found You,Stephen Sanchez,87,76,76,9,https://charts-static.billboard.com/img/2022/03/stephensanchez-1xg-untilifoundyou-6xd-180x180.jpg
2022-09-07,All Mine,Brent Faiyaz,88,79,42,4,https://charts-static.billboard.com/img/2016/07/brent-faiyaz-uhe-180x180.jpg
2022-09-07,Bad Decisions,benny blanco| BTS & Snoop Dogg,89,60,10,4,https://charts-static.billboard.com/img/2022/08/benny-blanco-dzd-baddecisions-o6h-180x180.jpg
2022-09-07,Alien Superstar,Beyonce,90,70,19,5,#
2022-09-07,Puffin On Zootiez,Future,91,77,4,18,#
2022-09-07,Half Of Me,Thomas Rhett Featuring Riley Green,92,92,92,2,https://charts-static.billboard.com/img/2022/04/thomas-rhett-d1j-halfofme-eyh-180x180.jpg
2022-09-07,What My World Spins Around,Jordan Davis,93,86,86,3,https://charts-static.billboard.com/img/2022/06/jordan-davis-wxd-whatmyworldspinsaround-3ix-180x180.jpg
2022-09-07,Hotel Lobby (Unc And Phew),Quavo & Takeoff,94,80,59,14,https://charts-static.billboard.com/img/2022/06/quavotakeoff-b88-hotellobbyuncandphew-506-180x180.jpg
2022-09-07,La Bachata,Manuel Turizo,95,100,95,2,https://charts-static.billboard.com/img/2022/06/manuel-turizo-edx-labachata-fz2-180x180.jpg
2022-09-07,Thought You Should Know,Morgan Wallen,96,81,12,17,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-thoughtyoushouldknow-xxs-180x180.jpg
2022-09-07,2 Be Loved (Am I Ready),Lizzo,97,95,84,3,#
2022-09-07,Wait In The Truck,HARDY Featuring Lainey Wilson,98,98,1,-,https://charts-static.billboard.com/img/2022/09/hardy-zl2-waitinthetruck-q88-180x180.jpg
2022-09-07,La Corriente,Bad Bunny & Tony Dize,99,87,32,14,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-07,Bzrp Music Sessions; Vol. 52,Bizarrap & Quevedo,100,82,82,4,https://charts-static.billboard.com/img/2022/07/bizarrap-9qh-bzrpmusicsessionsvol52-sh8-180x180.jpg
2022-09-14,As It Was,Harry Styles,1,1,1,23,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-09-14,Bad Habit,Steve Lacy,2,2,2,10,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-09-14,Late Night Talking,Harry Styles,3,12,3,16,https://charts-static.billboard.com/img/2022/05/harry-styles-6jk-latenighttalking-fzv-180x180.jpg
2022-09-14,Sunroof,Nicky Youre & dazy,4,5,4,15,https://charts-static.billboard.com/img/2022/02/nickyyoure-alv-sunroof-3kv-180x180.jpg
2022-09-14,About Damn Time,Lizzo,5,3,1,21,https://charts-static.billboard.com/img/2022/04/lizzo-m95-aboutdamntime-f6q-180x180.jpg
2022-09-14,I Like You (A Happier Song),Post Malone Featuring Doja Cat,6,8,6,14,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg
2022-09-14,Super Freaky Girl,Nicki Minaj,7,7,1,4,https://charts-static.billboard.com/img/2022/08/nicki-minaj-t5q-superfreakygirl-wpa-180x180.jpg
2022-09-14,I Ain't Worried,OneRepublic,8,14,8,13,https://charts-static.billboard.com/img/2022/06/onerepublic-m2z-iaintworried-p2t-180x180.jpg
2022-09-14,Running Up That Hill (A Deal With God),Kate Bush,9,4,3,35,https://charts-static.billboard.com/img/1985/08/kate-bush-qv2-runningupthathilladealwithgod-1cx-180x180.jpg
2022-09-14,You Proof,Morgan Wallen,10,13,6,17,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-youproof-uu4-180x180.jpg
2022-09-14,Wait For U,Future Featuring Drake & Tems,11,10,1,19,https://charts-static.billboard.com/img/1988/03/future-a0z-180x180.jpg
2022-09-14,Me Porto Bonito,Bad Bunny & Chencho Corleone,12,11,6,18,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-14,Titi Me Pregunto,Bad Bunny,13,16,5,18,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-14,The Kind Of Love We Make,Luke Combs,14,15,13,12,https://charts-static.billboard.com/img/2022/06/luke-combs-vjy-thekindoflovewemake-oo9-180x180.jpg
2022-09-14,Break My Soul,Beyonce,15,9,1,12,https://charts-static.billboard.com/img/2022/07/beyonce-n2a-breakmysoul-kqf-180x180.jpg
2022-09-14,First Class,Jack Harlow,16,18,1,22,https://charts-static.billboard.com/img/2018/01/jackharlow-i43-180x180.jpg
2022-09-14,Wasted On You,Morgan Wallen,17,20,9,43,https://charts-static.billboard.com/img/2021/01/morgan-wallen-z1m-wastedonyou-32x-180x180.jpg
2022-09-14,Heat Waves,Glass Animals,18,19,1,86,https://charts-static.billboard.com/img/2020/07/glass-animals-o0x-heatwaves-o3i-180x180.jpg
2022-09-14,She Had Me At Heads Carolina,Cole Swindell,19,22,18,15,#
2022-09-14,Vegas,Doja Cat,20,25,20,14,https://charts-static.billboard.com/img/2022/05/dojacat-cqv-vegas-w90-180x180.jpg
2022-09-14,Jimmy Cooks,Drake Featuring 21 Savage,21,23,1,12,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-09-14,Stay,The Kid LAROI & Justin Bieber,22,24,1,61,https://charts-static.billboard.com/img/2021/07/thekidlaroi-uw4-stay-ens-180x180.jpg
2022-09-14,Hold Me Closer,Elton John & Britney Spears,23,6,6,2,https://charts-static.billboard.com/img/2022/09/elton-john-0rc-holdmecloser-952-180x180.jpg
2022-09-14,5 Foot 9,Tyler Hubbard,24,28,24,13,https://charts-static.billboard.com/img/2022/05/tylerhubbard-ne7-5foot9-ngv-180x180.jpg
2022-09-14,Detox,Lil Baby,25,25,1,-,https://charts-static.billboard.com/img/2022/09/lilbaby-kyx-detox-csx-180x180.jpg
2022-09-14,Glimpse Of Us,Joji,26,26,8,13,https://charts-static.billboard.com/img/2022/06/joji-77h-glimpseofus-gt3-180x180.jpg
2022-09-14,Last Night Lonely,Jon Pardi,27,27,27,15,https://charts-static.billboard.com/img/2022/02/jon-pardi-f7y-lastnightlonely-3pv-180x180.jpg
2022-09-14,Moscow Mule,Bad Bunny,28,30,4,18,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-14,Big Energy,Latto,29,32,3,46,https://charts-static.billboard.com/img/2021/10/latto-80q-bigenergy-89t-180x180.jpg
2022-09-14,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,30,21,5,5,https://charts-static.billboard.com/img/2022/08/dj-khaled-2l5-stayingalive-2c6-180x180.jpg
2022-09-14,Betty (Get Money),Yung Gravy,31,33,31,9,https://charts-static.billboard.com/img/2022/07/yunggravy-oae-bettygetmoney-q8e-180x180.jpg
2022-09-14,Something In The Orange,Zach Bryan,32,42,30,20,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-09-14,Ghost,Justin Bieber,33,34,5,50,#
2022-09-14,Shivers,Ed Sheeran,34,35,4,52,https://charts-static.billboard.com/img/2021/09/ed-sheeran-w3r-shivers-x3e-180x180.jpg
2022-09-14,In A Minute,Lil Baby,35,40,14,22,https://charts-static.billboard.com/img/2022/04/lilbaby-kyx-inaminute-7uc-180x180.jpg
2022-09-14,Rock And A Hard Place,Bailey Zimmerman,36,38,24,13,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-09-14,Left And Right,Charlie Puth Featuring Jung Kook,37,47,22,11,https://charts-static.billboard.com/img/2022/07/charlie-puth-m2q-leftandright-pbm-180x180.jpg
2022-09-14,Efecto,Bad Bunny,38,39,34,18,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-09-14,Son Of A Sinner,Jelly Roll,39,43,39,10,https://charts-static.billboard.com/img/2021/10/jelly-roll-7m0-sonofasinner-f0f-180x180.jpg
2022-09-14,Numb,Marshmello & Khalid,40,44,40,10,https://charts-static.billboard.com/img/2022/06/marshmello-fo3-numb-1da-180x180.jpg
2022-09-14,Fall In Love,Bailey Zimmerman,41,45,31,19,https://charts-static.billboard.com/img/2022/02/baileyzimmerman-qt3-fallinlove-d5q-180x180.jpg
